"4","2190011386","Tue Jun 16 01:30:56 PDT 2009","NO_QUERY","Happysodme","Well done to old timer for not getting his breakfast down his pink jim jams bless him "
"4","2190011394","Tue Jun 16 01:30:56 PDT 2009","NO_QUERY","lovelywings14","@escakid haha thanks  let me know if it works out okay."
"4","2190011406","Tue Jun 16 01:30:57 PDT 2009","NO_QUERY","Storm_rider_uk","good morning everyone.....beautiful morning "
"4","2190011433","Tue Jun 16 01:30:57 PDT 2009","NO_QUERY","loveeu4ever","just reunited with her friends from IMMA .. I missed them sooo much "
"4","2190011510","Tue Jun 16 01:30:58 PDT 2009","NO_QUERY","strybe","@NixiePixel There's something so very wrong, but so very right about that twitpic  lol"
"4","2190011569","Tue Jun 16 01:30:58 PDT 2009","NO_QUERY","pheehazelnuts","@itsshiva ciee shiva hahhaa angga ada pulsa say jd g abels "
"4","2190011689","Tue Jun 16 01:30:59 PDT 2009","NO_QUERY","skuro","@Fariska I would probably list them in the reverse order "
"4","2190011748","Tue Jun 16 01:31:00 PDT 2009","NO_QUERY","tmbcello","@mikerr... camera was a clickin' pics on my facebook profile "
"4","2190011792","Tue Jun 16 01:31:00 PDT 2009","NO_QUERY","tanyanoel","@arnteriksen Morning to you in lovely Europe! "
"4","2190011827","Tue Jun 16 01:31:00 PDT 2009","NO_QUERY","ThePerfectVerse","had a dream Columbus Short was tryna holla  lol."
"4","2190011828","Tue Jun 16 01:31:00 PDT 2009","NO_QUERY","taylaward","@mileycyrus i just voted for you "
"4","2190011865","Tue Jun 16 01:31:01 PDT 2009","NO_QUERY","feelme","@3CB Hey crystal!!  Za Bongo? ;-)"
"4","2190011884","Tue Jun 16 01:31:01 PDT 2009","NO_QUERY","MsJennNicole","@Sunny1500 ok...kool!  but my sis is movin soon...so idk if we gonna be in the valley for long...lol."
"4","2190011891","Tue Jun 16 01:31:01 PDT 2009","NO_QUERY","GregKumparak","@THE_REAL_WILLE I have absolutely no idea what you just said, but it ended with a smiley face. Have a good day! "
